ref_no,order,time,cashier_name,bill_type,pickup_type,payment_method,balance,discount,taxes_svc,payment,tip,change,cashback
3004778,758,1/8/2022 13:02,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿255,฿0,฿0,฿255,฿0,฿0,฿0
3004777,759,1/8/2022 13:01,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿140,฿0,฿0,฿200,฿0,฿60,฿0
3004776,760,1/8/2022 13:00,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿401,฿0,฿0,฿401,฿0,฿0,฿0
3004775,761,1/8/2022 12:51,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿381,฿0,฿0,฿381,฿0,฿0,฿0
3004774,762,1/8/2022 12:51,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿431,฿0,฿0,฿431,฿0,฿0,฿0
3004773,763,1/8/2022 12:51,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿419,฿0,฿0,฿419,฿0,฿0,฿0
3004772,764,1/8/2022 12:30,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿105,฿0,฿0,฿105,฿0,฿0,฿0
3004771,765,1/8/2022 12:03,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿120,฿0,฿0,฿120,฿0,฿0,฿0
3004770,766,1/8/2022 11:34,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿20,฿0,฿0,฿20,฿0,฿0,฿0
3004769,767,1/8/2022 11:30,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿65,฿0,฿0,฿100,฿0,฿35,฿0
3004768,768,1/8/2022 10:45,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿130,฿0,฿0,฿130,฿0,฿0,฿0
3004767,769,1/8/2022 10:00,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿150,-฿15,฿0,฿150,฿0,฿0,฿0
3004766,770,28/7/2022 21:10,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿312,฿0,฿0,฿312,฿0,฿0,฿0
3004765,771,28/7/2022 20:23,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿267,฿0,฿0,฿267,฿0,฿0,฿0
3004764,772,28/7/2022 20:22,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿479,฿0,฿0,฿479,฿0,฿0,฿0
3004763,773,28/7/2022 20:09,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿114,-฿15,฿0,฿114,฿0,฿0,฿0
3004762,774,28/7/2022 20:09,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3004761,775,28/7/2022 20:03,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿119,฿0,฿0,฿119,฿0,฿0,฿0
3004760,776,28/7/2022 19:15,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿438,฿0,฿0,฿438,฿0,฿0,฿0
3004759,777,28/7/2022 17:37,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿115,฿0,฿0,฿115,฿0,฿0,฿0
3004758,778,28/7/2022 17:14,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿346,฿0,฿0,฿346,฿0,฿0,฿0
3004757,779,28/7/2022 16:52,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿55,฿0,฿0,฿100,฿0,฿45,฿0
3004756,780,28/7/2022 16:32,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3004755,781,28/7/2022 15:09,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿371,฿0,฿0,฿371,฿0,฿0,฿0
3004754,782,28/7/2022 14:54,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿110,฿0,฿0,฿120,฿0,฿10,฿0
3004753,783,28/7/2022 14:08,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3004752,784,28/7/2022 13:44,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿185,฿0,฿0,฿185,฿0,฿0,฿0
3004751,785,28/7/2022 13:44,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿175,฿0,฿0,฿200,฿0,฿25,฿0
3004750,786,28/7/2022 12:59,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿240,฿0,฿0,฿240,฿0,฿0,฿0
3004749,787,28/7/2022 12:59,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿140,฿0,฿0,฿140,฿0,฿0,฿0
3004748,788,28/7/2022 12:12,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3004747,789,28/7/2022 11:27,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,อื่นๆ,฿285,฿0,฿0,฿285,฿0,฿0,฿0
3004746,790,28/7/2022 9:13,มินนี่,ทานที่ร้าน,-,เงินสด,฿20,฿0,฿0,฿20,฿0,฿0,฿0
3004745,791,27/7/2022 19:59,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿628,฿0,฿0,฿628,฿0,฿0,฿0
3004744,792,27/7/2022 19:44,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿189,-฿15,฿0,฿189,฿0,฿0,฿0
3004743,793,27/7/2022 19:27,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿245,฿0,฿0,฿245,฿0,฿0,฿0
3004742,794,27/7/2022 19:27,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿767,฿0,฿0,฿767,฿0,฿0,฿0
3004741,795,27/7/2022 18:43,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿474,฿0,฿0,฿474,฿0,฿0,฿0
3004740,796,27/7/2022 18:25,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿189,฿0,฿0,฿189,฿0,฿0,฿0
3004739,797,27/7/2022 18:25,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3004738,798,27/7/2022 18:20,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3004737,799,27/7/2022 18:15,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿115,฿0,฿0,฿115,฿0,฿0,฿0
3004736,800,27/7/2022 17:44,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿282,฿0,฿0,฿282,฿0,฿0,฿0
3004735,801,27/7/2022 17:23,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿533,฿0,฿0,฿533,฿0,฿0,฿0
3004734,802,27/7/2022 17:23,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿249,฿0,฿0,฿249,฿0,฿0,฿0
3004733,803,27/7/2022 17:19,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿120,฿0,฿0,฿120,฿0,฿0,฿0
3004732,804,27/7/2022 15:57,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿364,-฿15,฿0,฿364,฿0,฿0,฿0
3004731,805,27/7/2022 14:59,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿172,฿0,฿0,฿172,฿0,฿0,฿0
3004730,806,27/7/2022 14:53,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3004729,807,27/7/2022 12:56,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿960,฿0,฿0,฿960,฿0,฿0,฿0
3004728,808,27/7/2022 12:54,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿343,฿0,฿0,฿343,฿0,฿0,฿0
3004727,809,27/7/2022 12:49,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿456,฿0,฿0,฿456,฿0,฿0,฿0
3004726,810,27/7/2022 12:37,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿349,฿0,฿0,฿349,฿0,฿0,฿0
3004725,811,27/7/2022 12:37,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3004724,812,27/7/2022 12:28,มินนี่,ทานที่ร้าน,-,เงินสด,฿225,฿0,฿0,฿300,฿0,฿75,฿0
3004723,813,27/7/2022 12:27,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿254,฿0,฿0,฿254,฿0,฿0,฿0
3004722,814,27/7/2022 11:33,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿190,฿0,฿0,฿190,฿0,฿0,฿0
3004721,815,27/7/2022 11:11,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿125,฿0,฿0,฿125,฿0,฿0,฿0
3004720,816,27/7/2022 10:39,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿160,-฿15,฿0,฿160,฿0,฿0,฿0
3004719,817,26/7/2022 20:43,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿334,฿0,฿0,฿334,฿0,฿0,฿0
3004718,818,26/7/2022 20:33,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿508,฿0,฿0,฿508,฿0,฿0,฿0
3004717,819,26/7/2022 20:21,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿430,฿0,฿0,"฿1,000",฿0,฿570,฿0
3004716,820,26/7/2022 20:01,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿379,฿0,฿0,฿379,฿0,฿0,฿0
3004715,821,26/7/2022 20:01,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿715,฿0,฿0,฿715,฿0,฿0,฿0
3004714,822,26/7/2022 19:43,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿609,฿0,฿0,฿609,฿0,฿0,฿0
3004713,823,26/7/2022 19:26,มินนี่,ทานที่ร้าน,-,เงินสด,฿65,฿0,฿0,฿100,฿0,฿35,฿0
3004712,824,26/7/2022 19:05,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿260,฿0,฿0,฿260,฿0,฿0,฿0
3004711,825,26/7/2022 19:04,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿503,฿0,฿0,฿503,฿0,฿0,฿0
3004710,826,26/7/2022 19:04,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿310,฿0,฿0,฿310,฿0,฿0,฿0
3004709,827,26/7/2022 18:47,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿400,฿0,฿0,฿400,฿0,฿0,฿0
3004708,828,26/7/2022 18:27,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3004707,829,26/7/2022 18:15,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿359,฿0,฿0,฿359,฿0,฿0,฿0
3004706,830,26/7/2022 18:02,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿150,-฿15,฿0,฿150,฿0,฿0,฿0
3004705,831,26/7/2022 18:02,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3004704,832,26/7/2022 17:52,มินนี่,ทานที่ร้าน,-,เงินสด,฿259,฿0,฿0,฿500,฿0,฿241,฿0
3004703,833,26/7/2022 17:50,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿279,฿0,฿0,฿279,฿0,฿0,฿0
3004702,834,26/7/2022 15:47,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿130,฿0,฿0,฿130,฿0,฿0,฿0
3004701,835,26/7/2022 13:13,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿175,-฿15,฿0,฿175,฿0,฿0,฿0
3004700,836,26/7/2022 13:00,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿448,฿0,฿0,฿448,฿0,฿0,฿0
3004699,837,26/7/2022 12:56,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿209,฿0,฿0,฿209,฿0,฿0,฿0
3004698,838,26/7/2022 12:41,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿160,-฿15.00,฿0,฿160,฿0,฿0,฿0
3004697,839,26/7/2022 11:57,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿289,฿0,฿0,฿289,฿0,฿0,฿0
3004696,840,26/7/2022 11:55,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3004695,841,25/7/2022 20:23,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3004694,842,25/7/2022 20:19,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3004693,843,25/7/2022 19:45,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿140,฿0,฿0,฿140,฿0,฿0,฿0
3004692,844,25/7/2022 19:45,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿315,฿0,฿0,฿315,฿0,฿0,฿0
3004691,845,25/7/2022 19:45,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿170,-฿15,฿0,฿170,฿0,฿0,฿0
3004690,846,25/7/2022 19:39,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿325,฿0,฿0,฿325,฿0,฿0,฿0
3004689,847,25/7/2022 19:38,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿403,฿0,฿0,฿403,฿0,฿0,฿0
3004688,848,25/7/2022 19:34,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿864,-฿55,฿0,฿864,฿0,฿0,฿0
3004687,849,25/7/2022 19:01,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿175,-฿15,฿0,฿175,฿0,฿0,฿0
3004686,850,25/7/2022 18:47,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿105,฿0,฿0,฿105,฿0,฿0,฿0
3004685,851,25/7/2022 18:42,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿489,-฿21,฿0,฿489,฿0,฿0,฿0
3004684,852,25/7/2022 18:42,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿250,฿0,฿0,฿250,฿0,฿0,฿0
3004683,853,25/7/2022 18:17,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿130,฿0,฿0,"฿1,000",฿0,฿870,฿0
3004682,854,25/7/2022 18:01,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3004681,855,25/7/2022 16:21,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿204,฿0,฿0,฿204,฿0,฿0,฿0
3004680,856,25/7/2022 15:05,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,อื่นๆ,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3004679,857,25/7/2022 14:58,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿314,฿0,฿0,฿314,฿0,฿0,฿0
3004678,858,25/7/2022 14:22,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿444,฿0,฿0,฿444,฿0,฿0,฿0
3004677,859,25/7/2022 14:10,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3004676,860,25/7/2022 13:41,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿434,฿0,฿0,฿434,฿0,฿0,฿0
3004675,861,25/7/2022 12:57,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿465,฿0,฿0,฿465,฿0,฿0,฿0
3004674,862,25/7/2022 12:57,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3004673,863,25/7/2022 12:57,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿255,฿0,฿0,฿255,฿0,฿0,฿0
3004672,864,25/7/2022 12:54,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿250,฿0,฿0,฿250,฿0,฿0,฿0
3004671,865,25/7/2022 12:52,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿338,฿0,฿0,฿338,฿0,฿0,฿0
3004670,866,25/7/2022 12:43,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
