ref_no,time,vendor,bill_type,pickup_type,payment_method,sale,payment,tip,change
3003525,9/6/2022 19:36,2,2,6,3,304.0,304.0,0.0,0.0
3003526,9/6/2022 19:40,2,2,7,3,75.0,75.0,0.0,0.0
3003527,9/6/2022 20:26,2,2,2,1,65.0,65.0,0.0,0.0
3003528,9/6/2022 20:43,2,2,2,2,345.0,500.0,0.0,155.0
3003529,9/6/2022 20:44,2,2,2,1,165.0,165.0,0.0,0.0
3003530,9/6/2022 20:44,2,2,4,3,160.0,160.0,0.0,0.0
3003531,9/6/2022 20:44,2,1,1,1,142.0,142.0,0.0,0.0
3003532,10/6/2022 10:06,2,2,3,3,190.0,190.0,0.0,0.0
3003533,10/6/2022 12:10,2,2,4,3,190.0,190.0,0.0,0.0
3003534,10/6/2022 12:18,2,2,7,3,365.0,365.0,0.0,0.0
3003535,10/6/2022 12:32,2,1,1,1,341.0,341.0,0.0,0.0
3003536,10/6/2022 12:43,2,1,1,2,314.0,1000.0,0.0,686.0
3003537,10/6/2022 12:48,2,2,4,3,160.0,160.0,0.0,0.0
3003538,10/6/2022 12:48,2,2,3,3,115.0,115.0,0.0,0.0
3003539,10/6/2022 13:08,2,1,1,2,359.0,500.0,0.0,141.0
3003540,10/6/2022 13:16,2,1,1,1,524.0,524.0,0.0,0.0
3003541,10/6/2022 13:20,2,2,7,3,309.0,309.0,0.0,0.0
3003542,10/6/2022 13:20,2,2,3,3,129.0,129.0,0.0,0.0
3003543,10/6/2022 13:24,2,2,3,3,175.0,175.0,0.0,0.0
3003544,10/6/2022 15:19,2,2,3,3,616.55,616.55,0.0,0.0
3003545,10/6/2022 15:19,2,2,4,3,115.0,115.0,0.0,0.0
3003546,10/6/2022 15:40,2,2,7,3,385.0,385.0,0.0,0.0
3003547,10/6/2022 18:00,2,2,2,1,270.0,270.0,0.0,0.0
3003548,10/6/2022 19:02,2,2,2,1,65.0,65.0,0.0,0.0
3003549,10/6/2022 19:02,2,2,7,3,140.0,140.0,0.0,0.0
3003550,10/6/2022 19:13,2,1,1,1,279.0,279.0,0.0,0.0
3003551,10/6/2022 19:28,2,1,1,1,409.0,409.0,0.0,0.0
3003552,10/6/2022 19:49,2,2,2,1,290.0,290.0,0.0,0.0
3003553,10/6/2022 19:49,2,2,3,3,100.0,100.0,0.0,0.0
3003554,10/6/2022 19:49,2,2,6,3,349.0,349.0,0.0,0.0
3003555,10/6/2022 20:01,2,2,3,3,119.0,119.0,0.0,0.0
3003556,10/6/2022 20:02,2,2,2,1,75.0,75.0,0.0,0.0
3003557,10/6/2022 20:15,2,2,2,1,39.0,39.0,0.0,0.0
3003558,10/6/2022 20:34,2,2,4,3,279.0,279.0,0.0,0.0
3003559,10/6/2022 21:05,2,2,4,3,279.0,279.0,0.0,0.0
3003560,10/6/2022 21:27,2,1,1,1,279.0,279.0,0.0,0.0
3003561,11/6/2022 10:25,2,2,3,3,165.0,165.0,0.0,0.0
3003562,11/6/2022 11:36,2,2,2,1,130.0,130.0,0.0,0.0
3003563,11/6/2022 12:10,2,2,6,3,314.0,314.0,0.0,0.0
3003564,11/6/2022 12:13,2,2,7,3,90.0,90.0,0.0,0.0
3003565,11/6/2022 12:33,2,2,4,3,185.0,185.0,0.0,0.0
3003566,11/6/2022 12:42,2,2,7,3,370.0,370.0,0.0,0.0
3003567,11/6/2022 13:05,2,1,1,1,507.0,507.0,0.0,0.0
3003568,11/6/2022 13:05,2,1,1,1,306.0,306.0,0.0,0.0
3003569,11/6/2022 13:26,2,1,1,1,245.0,245.0,0.0,0.0
3003570,11/6/2022 13:32,2,2,6,3,379.0,379.0,0.0,0.0
3003571,11/6/2022 13:52,2,2,4,3,274.0,274.0,0.0,0.0
3003572,11/6/2022 14:01,2,2,4,3,190.0,190.0,0.0,0.0
3003573,11/6/2022 14:54,2,2,3,3,207.0,207.0,0.0,0.0
3003574,11/6/2022 15:56,2,1,1,1,450.0,450.0,0.0,0.0
3003575,11/6/2022 16:30,2,1,1,1,379.0,379.0,0.0,0.0
3003576,11/6/2022 16:31,2,1,1,2,65.0,100.0,0.0,35.0
3003577,11/6/2022 18:00,2,2,6,3,185.0,185.0,0.0,0.0
3003578,11/6/2022 18:07,2,2,3,3,299.0,299.0,0.0,0.0
3003579,11/6/2022 18:41,2,2,4,3,335.0,335.0,0.0,0.0
3003580,11/6/2022 18:45,2,1,1,1,157.0,157.0,0.0,0.0
3003581,11/6/2022 19:17,2,2,2,2,75.0,100.0,0.0,25.0
3003582,11/6/2022 19:20,2,1,1,1,519.0,519.0,0.0,0.0
3003583,11/6/2022 19:31,2,2,3,3,412.3,412.3,0.0,0.0
3003584,11/6/2022 20:15,2,1,1,2,87.0,100.0,0.0,13.0
3003585,13/6/2022 9:52,2,2,4,3,175.0,175.0,0.0,0.0
3003586,13/6/2022 10:06,2,2,2,2,10.0,10.0,0.0,0.0
3003587,13/6/2022 10:39,2,1,1,2,279.0,300.0,0.0,21.0
3003588,13/6/2022 11:33,2,2,7,3,65.0,65.0,0.0,0.0
3003589,13/6/2022 11:33,2,1,1,1,287.0,287.0,0.0,0.0
3003590,13/6/2022 11:34,2,2,4,3,260.0,260.0,0.0,0.0
3003591,13/6/2022 11:52,2,1,1,1,469.0,469.0,0.0,0.0
3003592,13/6/2022 12:23,2,2,2,1,65.0,65.0,0.0,0.0
3003593,13/6/2022 12:26,2,1,1,1,221.0,221.0,0.0,0.0
3003594,13/6/2022 12:31,2,1,1,2,292.0,300.0,0.0,8.0
3003595,13/6/2022 12:46,2,1,1,1,294.0,294.0,0.0,0.0
3003596,13/6/2022 13:30,2,1,1,1,514.0,514.0,0.0,0.0
3003597,13/6/2022 13:30,2,2,3,3,190.0,190.0,0.0,0.0
3003598,13/6/2022 13:45,2,1,1,1,239.0,239.0,0.0,0.0
3003599,13/6/2022 13:50,2,1,1,1,333.0,333.0,0.0,0.0
3003600,13/6/2022 14:08,2,2,3,3,497.8,497.8,0.0,0.0
3003601,13/6/2022 14:09,2,2,3,3,403.75,403.75,0.0,0.0
3003602,13/6/2022 14:13,2,2,3,3,355.0,355.0,0.0,0.0
3003603,13/6/2022 15:30,2,2,3,3,100.0,100.0,0.0,0.0
3003604,13/6/2022 15:54,2,2,3,3,337.25,337.25,0.0,0.0
3003605,13/6/2022 16:51,2,2,3,3,309.0,309.0,0.0,0.0
3003606,13/6/2022 17:21,2,2,7,3,349.0,349.0,0.0,0.0
3003607,13/6/2022 18:25,2,2,2,2,75.0,100.0,0.0,25.0
3003608,13/6/2022 18:28,2,2,3,3,160.0,160.0,0.0,0.0
3003609,13/6/2022 19:06,2,1,1,1,504.0,504.0,0.0,0.0
3003610,13/6/2022 20:08,2,2,2,2,160.0,200.0,0.0,40.0
3003611,13/6/2022 20:30,2,2,3,3,484.5,484.5,0.0,0.0
3003612,14/6/2022 9:40,2,2,3,3,85.0,85.0,0.0,0.0
3003613,14/6/2022 10:49,2,2,4,3,264.0,264.0,0.0,0.0
3003614,14/6/2022 10:50,2,2,4,3,190.0,190.0,0.0,0.0
3003615,14/6/2022 10:53,2,2,6,3,500.0,500.0,0.0,0.0
3003616,14/6/2022 11:00,2,2,4,3,369.0,369.0,0.0,0.0
3003617,14/6/2022 11:26,2,2,4,3,394.0,394.0,0.0,0.0
3003618,14/6/2022 11:44,2,1,1,1,314.0,314.0,0.0,0.0
3003619,14/6/2022 11:59,2,2,2,2,150.0,200.0,0.0,50.0
3003620,14/6/2022 12:15,2,2,3,3,180.0,180.0,0.0,0.0
3003621,14/6/2022 12:25,2,2,3,3,239.0,239.0,0.0,0.0
3003622,14/6/2022 12:44,2,1,1,1,323.0,323.0,0.0,0.0
3003623,14/6/2022 13:24,2,1,1,1,768.0,768.0,0.0,0.0
3003624,14/6/2022 14:16,2,2,6,3,170.0,170.0,0.0,0.0
3003625,14/6/2022 14:25,2,2,7,3,230.0,230.0,0.0,0.0
3003626,14/6/2022 14:47,2,2,4,3,614.0,614.0,0.0,0.0
3003627,14/6/2022 15:01,2,2,4,3,469.0,469.0,0.0,0.0
3003628,14/6/2022 15:38,2,2,4,3,235.0,235.0,0.0,0.0
3003629,14/6/2022 17:22,2,2,7,3,744.0,744.0,0.0,0.0
3003630,14/6/2022 18:26,2,2,7,3,195.0,195.0,0.0,0.0
3003631,14/6/2022 18:42,2,2,4,3,145.0,145.0,0.0,0.0
3003632,14/6/2022 19:28,2,2,4,3,115.0,115.0,0.0,0.0
3003633,14/6/2022 19:57,2,1,1,2,429.0,500.0,0.0,71.0
3003634,14/6/2022 20:21,2,1,1,1,249.0,249.0,0.0,0.0
3003635,14/6/2022 20:23,2,1,1,1,259.0,259.0,0.0,0.0
3003636,14/6/2022 20:24,2,1,1,2,77.0,100.0,0.0,23.0
3003637,14/6/2022 20:27,2,2,4,3,335.0,335.0,0.0,0.0
3003638,14/6/2022 20:35,2,2,2,1,459.0,459.0,0.0,0.0
3003639,15/6/2022 10:27,2,2,2,1,100.0,100.0,0.0,0.0
3003640,15/6/2022 10:31,2,2,2,2,10.0,10.0,0.0,0.0
3003641,15/6/2022 10:53,2,2,4,3,265.0,265.0,0.0,0.0
3003642,15/6/2022 11:26,2,1,1,1,77.0,77.0,0.0,0.0
3003643,15/6/2022 12:02,2,1,1,1,512.0,512.0,0.0,0.0
3003644,15/6/2022 12:02,2,2,2,3,175.0,175.0,0.0,0.0
3003645,15/6/2022 12:21,2,2,4,3,364.0,364.0,0.0,0.0
3003646,15/6/2022 12:21,2,2,3,3,150.0,150.0,0.0,0.0
3003647,15/6/2022 12:31,2,1,1,1,169.0,169.0,0.0,0.0
3003648,15/6/2022 12:42,2,2,4,3,205.0,205.0,0.0,0.0
3003649,15/6/2022 13:06,2,1,1,1,340.0,340.0,0.0,0.0
3003650,15/6/2022 13:08,2,1,1,1,601.0,601.0,0.0,0.0
3003651,15/6/2022 13:19,2,2,2,2,10.0,10.0,0.0,0.0
3003652,15/6/2022 13:35,2,1,1,1,701.0,701.0,0.0,0.0
3003653,15/6/2022 14:53,2,2,7,3,135.0,135.0,0.0,0.0
3003654,15/6/2022 14:56,2,2,2,1,65.0,65.0,0.0,0.0
3003655,15/6/2022 16:14,2,2,2,1,195.0,195.0,0.0,0.0
3003656,15/6/2022 17:40,2,2,2,3,225.0,225.0,0.0,0.0
3003657,15/6/2022 17:58,2,1,1,1,420.0,420.0,0.0,0.0
3003658,15/6/2022 18:49,2,1,1,1,235.0,235.0,0.0,0.0
3003659,15/6/2022 18:53,2,2,7,3,210.0,210.0,0.0,0.0
3003660,15/6/2022 19:22,2,2,4,3,100.0,100.0,0.0,0.0
3003661,15/6/2022 19:40,2,2,4,3,200.0,200.0,0.0,0.0
3003662,16/6/2022 9:26,2,2,2,2,130.0,200.0,0.0,70.0
3003663,16/6/2022 9:44,2,2,2,2,60.0,60.0,0.0,0.0
3003664,16/6/2022 10:32,2,2,2,2,140.0,500.0,0.0,360.0
3003665,16/6/2022 10:50,2,1,1,2,277.0,500.0,0.0,223.0
3003666,16/6/2022 11:01,2,2,7,3,664.0,664.0,0.0,0.0
3003667,16/6/2022 11:57,2,2,2,1,150.0,150.0,0.0,0.0
3003668,16/6/2022 12:11,2,2,7,3,90.0,90.0,0.0,0.0
3003669,16/6/2022 12:38,2,2,3,3,389.5,389.5,0.0,0.0
3003670,16/6/2022 12:42,2,1,1,1,431.0,431.0,0.0,0.0
3003671,16/6/2022 12:50,2,1,1,2,323.0,323.0,0.0,0.0
3003672,16/6/2022 13:08,2,1,1,1,464.0,464.0,0.0,0.0
3003673,16/6/2022 13:30,2,2,7,3,170.0,170.0,0.0,0.0
3003674,16/6/2022 13:57,2,2,3,3,324.0,324.0,0.0,0.0
3003675,16/6/2022 14:38,2,1,1,2,110.0,110.0,0.0,0.0
3003676,16/6/2022 15:19,2,1,1,1,353.0,353.0,0.0,0.0
3003677,16/6/2022 15:36,2,2,3,3,621.3,621.3,0.0,0.0
3003678,16/6/2022 15:42,2,2,2,2,175.0,175.0,0.0,0.0
3003679,16/6/2022 15:47,2,1,1,1,65.0,65.0,0.0,0.0
3003680,16/6/2022 15:49,2,2,7,3,300.0,300.0,0.0,0.0
3003681,16/6/2022 15:50,2,1,1,1,65.0,65.0,0.0,0.0
3003682,16/6/2022 16:00,2,1,1,1,20.0,20.0,0.0,0.0
3003683,16/6/2022 16:03,2,2,2,1,20.0,20.0,0.0,0.0
3003684,16/6/2022 16:48,2,2,4,3,190.0,190.0,0.0,0.0
3003685,16/6/2022 16:49,2,2,3,3,310.0,310.0,0.0,0.0
3003686,16/6/2022 16:55,2,2,6,3,165.0,165.0,0.0,0.0
3003687,16/6/2022 17:08,2,2,2,2,20.0,20.0,0.0,0.0
3003688,16/6/2022 17:08,2,2,3,3,100.0,100.0,0.0,0.0
3003689,16/6/2022 17:13,2,1,1,2,672.0,1000.0,0.0,328.0
3003690,16/6/2022 17:37,2,2,4,3,304.0,304.0,0.0,0.0
3003691,16/6/2022 17:56,2,2,7,3,90.0,90.0,0.0,0.0
3003692,16/6/2022 18:00,2,1,1,2,379.0,1000.0,0.0,621.0
3003693,16/6/2022 18:24,2,2,2,2,20.0,20.0,0.0,0.0
3003694,16/6/2022 18:32,2,1,1,1,483.0,483.0,0.0,0.0
3003695,16/6/2022 18:43,2,2,7,3,225.0,225.0,0.0,0.0
3003696,16/6/2022 18:56,2,2,7,3,335.0,335.0,0.0,0.0
3003697,16/6/2022 18:59,2,1,1,2,97.0,97.0,0.0,0.0
3003698,16/6/2022 19:20,2,2,6,3,189.0,189.0,0.0,0.0
3003699,16/6/2022 19:23,2,1,1,1,97.0,97.0,0.0,0.0
3003700,16/6/2022 19:38,2,1,1,1,115.0,115.0,0.0,0.0
3003701,16/6/2022 19:50,2,2,7,3,135.0,135.0,0.0,0.0
3003702,16/6/2022 19:51,2,2,2,1,290.0,290.0,0.0,0.0
3003703,16/6/2022 20:04,2,2,2,2,20.0,20.0,0.0,0.0
3003704,17/6/2022 10:46,2,2,4,3,185.0,185.0,0.0,0.0
3003705,17/6/2022 11:51,2,2,7,3,385.0,385.0,0.0,0.0
3003706,17/6/2022 12:06,2,2,7,3,180.0,180.0,0.0,0.0
3003707,17/6/2022 12:06,2,2,3,3,90.0,90.0,0.0,0.0
3003708,17/6/2022 12:39,2,1,1,1,288.0,288.0,0.0,0.0
3003709,17/6/2022 12:41,2,2,3,3,346.75,346.75,0.0,0.0
3003710,17/6/2022 12:44,2,1,1,1,795.0,795.0,0.0,0.0
3003711,17/6/2022 12:46,2,1,1,1,326.0,326.0,0.0,0.0
3003712,17/6/2022 12:49,2,2,3,3,469.0,469.0,0.0,0.0
3003713,17/6/2022 12:52,2,1,1,1,254.0,254.0,0.0,0.0
3003714,17/6/2022 12:52,2,2,7,3,65.0,65.0,0.0,0.0
3003715,17/6/2022 13:35,2,1,1,1,426.0,426.0,0.0,0.0
3003716,17/6/2022 13:40,2,1,1,1,658.0,658.0,0.0,0.0
3003717,17/6/2022 13:52,2,2,3,3,190.0,190.0,0.0,0.0
3003718,17/6/2022 14:08,2,2,2,1,3965.0,3965.0,0.0,0.0
3003719,17/6/2022 14:08,2,1,1,1,75.0,75.0,0.0,0.0
3003720,17/6/2022 14:11,2,2,3,3,479.0,479.0,0.0,0.0
3003721,17/6/2022 15:17,2,2,3,3,445.55,445.55,0.0,0.0
3003722,17/6/2022 15:32,2,2,3,3,455.05,455.05,0.0,0.0
3003723,17/6/2022 15:38,2,1,1,2,77.0,100.0,0.0,23.0
3003724,17/6/2022 16:20,2,2,7,3,155.0,155.0,0.0,0.0
3003725,17/6/2022 16:55,2,2,4,3,175.0,175.0,0.0,0.0
3003726,17/6/2022 17:49,2,1,1,1,75.0,75.0,0.0,0.0
3003727,17/6/2022 18:08,2,1,1,1,372.0,372.0,0.0,0.0
3003728,17/6/2022 18:21,2,2,3,3,115.0,115.0,0.0,0.0
3003729,17/6/2022 18:41,2,1,1,1,289.0,289.0,0.0,0.0
3003730,17/6/2022 18:55,2,2,4,3,354.0,354.0,0.0,0.0
3003731,17/6/2022 18:58,2,2,2,2,75.0,100.0,0.0,25.0
3003732,17/6/2022 19:48,2,1,1,2,541.0,541.0,0.0,0.0
3003733,17/6/2022 19:55,2,2,6,3,264.0,264.0,0.0,0.0
3003734,17/6/2022 20:02,2,1,1,1,227.0,227.0,0.0,0.0
3003735,17/6/2022 20:28,2,1,1,2,752.0,1000.0,0.0,248.0
3003736,17/6/2022 20:39,2,1,1,1,410.0,410.0,0.0,0.0
3003737,17/6/2022 20:41,2,1,1,1,324.0,324.0,0.0,0.0
3003738,17/6/2022 20:52,2,1,1,1,87.0,87.0,0.0,0.0
3003739,18/6/2022 9:56,2,2,4,3,250.0,250.0,0.0,0.0
3003740,18/6/2022 12:04,2,2,7,3,155.0,155.0,0.0,0.0
3003741,18/6/2022 12:04,2,2,7,3,90.0,90.0,0.0,0.0
3003742,18/6/2022 13:43,2,2,2,2,20.0,20.0,0.0,0.0
3003743,18/6/2022 13:51,2,2,6,3,190.0,190.0,0.0,0.0
3003744,18/6/2022 14:36,2,1,1,1,294.0,294.0,0.0,0.0
3003745,18/6/2022 14:43,2,2,6,3,274.0,274.0,0.0,0.0
3003746,18/6/2022 14:43,2,2,4,3,265.0,265.0,0.0,0.0
3003747,18/6/2022 15:40,2,2,4,3,270.0,270.0,0.0,0.0
3003748,18/6/2022 15:42,2,1,1,1,75.0,75.0,0.0,0.0
3003749,18/6/2022 16:51,2,2,6,3,305.0,305.0,0.0,0.0
3003750,18/6/2022 17:34,2,2,2,2,195.0,195.0,0.0,0.0
3003751,18/6/2022 18:52,2,2,7,3,395.0,395.0,0.0,0.0
3003752,18/6/2022 18:52,2,2,4,3,235.0,235.0,0.0,0.0
3003753,18/6/2022 20:09,2,2,7,3,240.0,240.0,0.0,0.0
3003754,18/6/2022 20:09,2,2,6,3,200.0,200.0,0.0,0.0
3003755,18/6/2022 20:09,2,2,2,1,85.0,85.0,0.0,0.0
3003756,18/6/2022 20:17,2,1,1,1,437.0,437.0,0.0,0.0
3003757,18/6/2022 20:34,2,2,2,1,130.0,130.0,0.0,0.0
3003758,18/6/2022 20:36,2,2,2,2,10.0,10.0,0.0,0.0
3003759,18/6/2022 20:40,2,2,2,2,20.0,20.0,0.0,0.0
3003760,18/6/2022 20:47,2,2,2,2,10.0,10.0,0.0,0.0
3003761,18/6/2022 20:49,2,1,1,1,458.0,458.0,0.0,0.0
3003762,20/6/2022 9:31,2,2,2,2,20.0,20.0,0.0,0.0
3003763,20/6/2022 10:28,2,2,3,3,310.0,310.0,0.0,0.0
3003764,20/6/2022 11:14,2,2,3,3,140.0,140.0,0.0,0.0
3003765,20/6/2022 11:50,2,1,1,1,359.0,359.0,0.0,0.0
3003766,20/6/2022 12:02,2,2,7,3,140.0,140.0,0.0,0.0
3003767,20/6/2022 12:21,2,2,4,3,219.0,219.0,0.0,0.0
3003768,20/6/2022 12:33,2,2,3,3,175.0,175.0,0.0,0.0
3003769,20/6/2022 12:38,2,1,1,2,546.0,1000.0,0.0,454.0
3003770,20/6/2022 12:42,2,1,1,1,87.0,87.0,0.0,0.0
3003771,20/6/2022 13:23,2,2,3,3,115.0,115.0,0.0,0.0
3003772,20/6/2022 14:05,2,1,1,1,546.0,546.0,0.0,0.0
3003773,20/6/2022 16:46,2,2,7,3,305.0,305.0,0.0,0.0
3003774,20/6/2022 16:59,2,2,2,2,175.0,200.0,0.0,25.0
3003775,20/6/2022 17:03,2,1,1,1,85.0,85.0,0.0,0.0
3003776,20/6/2022 17:19,2,2,2,1,65.0,65.0,0.0,0.0
3003777,20/6/2022 17:19,2,1,1,2,97.0,100.0,0.0,3.0
3003778,20/6/2022 17:39,2,2,3,3,250.0,250.0,0.0,0.0
3003779,20/6/2022 18:11,2,2,4,3,185.0,185.0,0.0,0.0
3003780,20/6/2022 18:32,2,2,4,3,185.0,185.0,0.0,0.0
3003781,20/6/2022 18:43,2,2,3,3,214.0,214.0,0.0,0.0
3003782,20/6/2022 19:12,2,2,2,1,370.0,370.0,0.0,0.0
3003783,20/6/2022 19:18,2,2,2,1,260.0,260.0,0.0,0.0
3003784,20/6/2022 19:21,2,2,3,3,175.0,175.0,0.0,0.0
3003785,20/6/2022 19:21,2,2,6,3,189.0,189.0,0.0,0.0
3003786,20/6/2022 20:11,2,2,4,3,523.0,523.0,0.0,0.0
3003787,20/6/2022 20:17,2,2,2,1,310.0,310.0,0.0,0.0
3003788,20/6/2022 20:23,2,1,1,1,498.0,498.0,0.0,0.0
3003789,20/6/2022 20:46,2,2,2,2,235.0,500.0,0.0,265.0
3003790,21/6/2022 10:30,2,2,3,3,592.8,592.8,0.0,0.0
3003791,21/6/2022 10:31,2,2,3,3,100.0,100.0,0.0,0.0
3003792,21/6/2022 11:19,2,2,4,3,274.0,274.0,0.0,0.0
3003793,21/6/2022 11:28,2,1,1,1,310.0,310.0,0.0,0.0
3003794,21/6/2022 12:06,2,2,4,3,285.0,285.0,0.0,0.0
3003795,21/6/2022 12:06,2,2,3,3,559.55,559.55,0.0,0.0
3003796,21/6/2022 12:06,2,2,6,3,190.0,190.0,0.0,0.0
3003797,21/6/2022 12:07,2,2,2,2,280.0,300.0,0.0,20.0
3003798,21/6/2022 12:10,2,2,2,1,225.0,225.0,0.0,0.0
3003799,21/6/2022 12:16,2,1,1,1,87.0,87.0,0.0,0.0
3003800,21/6/2022 12:17,2,1,1,2,192.0,200.0,0.0,8.0
3003801,21/6/2022 12:21,2,2,2,1,130.0,130.0,0.0,0.0
3003802,21/6/2022 12:23,2,1,1,1,431.0,431.0,0.0,0.0
3003803,21/6/2022 12:25,2,2,7,3,140.0,140.0,0.0,0.0
3003804,21/6/2022 12:29,2,1,1,2,349.0,350.0,0.0,1.0
3003805,21/6/2022 12:30,2,1,1,1,333.0,333.0,0.0,0.0
3003806,21/6/2022 12:53,2,1,1,1,249.0,249.0,0.0,0.0
3003807,21/6/2022 13:14,2,1,1,1,508.0,508.0,0.0,0.0
3003808,21/6/2022 13:24,2,2,7,3,90.0,90.0,0.0,0.0
3003809,21/6/2022 14:20,2,2,4,3,165.0,165.0,0.0,0.0
3003810,21/6/2022 15:16,2,1,1,2,237.0,300.0,0.0,63.0
3003811,21/6/2022 16:32,2,2,7,3,325.0,325.0,0.0,0.0
3003812,21/6/2022 16:32,2,2,3,3,165.0,165.0,0.0,0.0
3003813,21/6/2022 16:54,2,1,1,1,379.0,379.0,0.0,0.0
3003814,21/6/2022 18:07,2,2,3,3,364.8,364.8,0.0,0.0
3003815,21/6/2022 18:07,2,2,4,3,219.0,219.0,0.0,0.0
3003816,21/6/2022 18:25,2,2,4,3,204.0,204.0,0.0,0.0
3003817,21/6/2022 18:39,2,2,3,3,160.0,160.0,0.0,0.0
3003818,21/6/2022 19:02,2,1,1,1,273.0,273.0,0.0,0.0
3003819,21/6/2022 19:06,2,1,1,1,252.0,252.0,0.0,0.0
3003820,21/6/2022 19:49,2,2,6,3,254.0,254.0,0.0,0.0
3003821,21/6/2022 19:59,2,2,2,1,75.0,75.0,0.0,0.0
3003822,21/6/2022 20:02,2,2,6,3,110.0,110.0,0.0,0.0
3003823,21/6/2022 20:34,2,2,6,3,115.0,115.0,0.0,0.0
3003824,21/6/2022 21:01,2,1,1,2,334.0,1004.0,0.0,670.0
3003825,22/6/2022 11:21,2,2,4,3,175.0,175.0,0.0,0.0
3003826,22/6/2022 11:48,2,2,4,3,190.0,190.0,0.0,0.0
3003827,22/6/2022 11:52,2,1,1,1,612.0,612.0,0.0,0.0
3003828,22/6/2022 12:43,2,1,1,1,332.0,332.0,0.0,0.0
3003829,22/6/2022 12:44,2,1,1,1,269.0,269.0,0.0,0.0
3003830,22/6/2022 12:56,2,2,3,3,190.0,190.0,0.0,0.0
3003831,22/6/2022 13:05,2,1,1,1,1247.0,1247.0,0.0,0.0
3003832,22/6/2022 13:05,2,2,2,1,110.0,110.0,0.0,0.0
3003833,22/6/2022 13:11,2,1,1,2,97.0,100.0,0.0,3.0
3003834,22/6/2022 14:44,2,1,1,1,239.0,239.0,0.0,0.0
3003835,22/6/2022 16:18,2,2,2,1,120.0,120.0,0.0,0.0
3003836,22/6/2022 18:26,2,2,7,3,270.0,270.0,0.0,0.0
3003837,22/6/2022 18:30,2,2,6,3,200.0,200.0,0.0,0.0
3003838,22/6/2022 18:32,2,2,4,3,90.0,90.0,0.0,0.0
3003839,22/6/2022 18:36,2,1,1,1,394.0,394.0,0.0,0.0
3003840,22/6/2022 19:07,2,2,4,3,200.0,200.0,0.0,0.0
3003841,22/6/2022 19:17,2,2,2,2,65.0,100.0,0.0,35.0
3003842,22/6/2022 19:48,2,2,4,3,335.0,335.0,0.0,0.0
3003843,22/6/2022 20:07,2,1,1,1,249.0,249.0,0.0,0.0
3003844,22/6/2022 20:10,2,1,1,1,294.0,294.0,0.0,0.0
3003845,22/6/2022 20:12,2,1,1,1,170.0,170.0,0.0,0.0
3003846,22/6/2022 20:57,2,1,1,1,359.0,359.0,0.0,0.0
3003847,22/6/2022 21:00,2,1,1,1,302.0,302.0,0.0,0.0
3003848,23/6/2022 11:13,2,2,7,3,1674.0,1674.0,0.0,0.0
3003849,23/6/2022 11:13,2,2,4,3,260.0,260.0,0.0,0.0
3003850,23/6/2022 11:56,2,2,3,3,299.0,299.0,0.0,0.0
3003851,23/6/2022 11:56,2,2,6,3,175.0,175.0,0.0,0.0
3003852,23/6/2022 11:56,2,2,3,3,235.0,235.0,0.0,0.0
3003853,23/6/2022 11:56,2,2,6,3,289.0,289.0,0.0,0.0
3003854,23/6/2022 11:56,2,2,3,3,454.0,454.0,0.0,0.0
3003855,23/6/2022 12:20,2,1,1,2,893.0,1000.0,0.0,107.0
3003856,23/6/2022 12:39,2,1,1,1,384.0,384.0,0.0,0.0
3003859,23/6/2022 12:44,2,1,1,1,331.0,331.0,0.0,0.0
3003860,23/6/2022 13:02,2,1,1,2,588.0,1000.0,0.0,412.0
3003861,23/6/2022 13:04,2,1,1,1,689.0,689.0,0.0,0.0
3003862,23/6/2022 13:04,2,1,1,2,390.0,400.0,0.0,10.0
3003863,23/6/2022 13:08,2,2,2,2,290.0,300.0,0.0,10.0
3003864,23/6/2022 13:11,2,2,2,1,75.0,75.0,0.0,0.0
3003865,23/6/2022 13:16,2,2,6,3,319.0,319.0,0.0,0.0
3003866,23/6/2022 13:34,2,2,7,3,270.0,270.0,0.0,0.0
3003867,23/6/2022 14:15,2,2,2,3,85.0,85.0,0.0,0.0
3003868,23/6/2022 14:34,2,1,1,1,507.0,507.0,0.0,0.0
3003869,23/6/2022 14:50,2,2,3,3,264.0,264.0,0.0,0.0
3003870,23/6/2022 15:21,2,2,3,3,210.0,210.0,0.0,0.0
3003871,23/6/2022 15:24,2,2,3,3,367.0,367.0,0.0,0.0
3003872,23/6/2022 15:40,2,2,4,3,100.0,100.0,0.0,0.0
3003873,23/6/2022 16:13,2,2,4,3,367.0,367.0,0.0,0.0
3003874,23/6/2022 16:16,2,2,2,2,75.0,100.0,0.0,25.0
3003875,23/6/2022 16:46,2,2,4,3,250.0,250.0,0.0,0.0
3003876,23/6/2022 18:04,2,2,6,3,100.0,100.0,0.0,0.0
3003877,23/6/2022 18:39,2,2,6,3,210.0,210.0,0.0,0.0
3003878,23/6/2022 18:50,2,2,2,2,20.0,100.0,0.0,80.0
3003879,23/6/2022 18:53,2,1,1,1,300.0,300.0,0.0,0.0
3003880,23/6/2022 19:02,2,2,2,1,419.0,419.0,0.0,0.0
3003881,23/6/2022 19:03,2,2,3,3,219.0,219.0,0.0,0.0
3003882,23/6/2022 19:03,2,1,1,1,77.0,77.0,0.0,0.0
3003883,23/6/2022 19:25,2,2,3,3,175.0,175.0,0.0,0.0
